IT_BZ_Alliz_Maso_Strimo_Osservatore OK
IT_BZ_Anterivo_Osservatore OK
IT_BZ_Anterselva_di_Mezzo_Osservatore OK
IT_BZ_Braies_Ferrara_Osservatore OK
IT_BZ_Bronzolo_Osservatore MOD
IT_BZ_Casere_di_Fuori_Osservatore OK
IT_BZ_Corona_Cortaccia_Osservatore OK
IT_BZ_Costalovara_Osservatore OK
IT_BZ_Diga_di_Gioveretto_Osservatore OK
IT_BZ_Diga_di_Neves_Osservatore OK
IT_BZ_Diga_di_Valdaora_Osservatore OK
IT_BZ_Diga_di_Vizze_Osservatore OK
IT_BZ_Diga_di_Zoccolo_Osservatore OK
IT_BZ_Favogna_di_sotto_Osservatore NO
IT_BZ_Fie_allo_Sciliar_Osservatore OK
IT_BZ_Fleres_Osservatore OK
IT_BZ_Fontana_Bianca MOD
IT_BZ_Fortezza_Osservatore OK
IT_BZ_Fundres_Osservatore OK
IT_BZ_La_Villa_in_Badia_Osservatore OK
IT_BZ_Lago_Verde_Osservatore OK
IT_BZ_Lazfons_Osservatore OK
IT_BZ_Longiaru_Osservatore OK
IT_BZ_Luson_Osservatore NO
IT_BZ_Maia_Alta_Osservatore OK
IT_BZ_Mazia_Osservatore OK
IT_BZ_Melago_Osservatore OK
IT_BZ_Meltina_Osservatore NO
IT_BZ_Molini_di_Tures_Osservatore OK
IT_BZ_Monte_Maria_Osservatore OK
IT_BZ_Nova_Levante_Osservatore OK
IT_BZ_Nova_Ponente_Maso_di_sopra_Osservatore OK
IT_BZ_Ora_Osservatore OK
IT_BZ_Ortisei_Osservatore NO
IT_BZ_Pennes_Osservatore OK
IT_BZ_Plata_Osservatore OK
IT_BZ_Prato_allo_Stelvio_Osservatore OK
IT_BZ_Racines_di_Dentro_Osservatore OK
IT_BZ_Redagno_Osservatore OK
IT_BZ_Ridanna_Osservatore OK
IT_BZ_Rifiano_Beobachter OK
IT_BZ_Roia_di_Fuori_Osservatore NO
IT_BZ_S_Cassiano_Osservatore OK
IT_BZ_S_Genesio_Atesino_Osservatore OK
IT_BZ_S_Leonardo_in_Passiria_Osservatore NO
IT_BZ_S_Maddalena_in_Casies_Osservatore OK
IT_BZ_S_Martino_in_Passiria_Osservatore OK
IT_BZ_S_Pancrazio_Osservatore OK
IT_BZ_S_Valentino_alla_Muta_Osservatore OK
IT_BZ_S_Valpurga_d_Ultimo_Osservatore OK
IT_BZ_S_Vito_di_Braies_Osservatore MOD
IT_BZ_San_Candido_Osservatore NO
IT_BZ_San_Martino_Osservatore NO
IT_BZ_Scena_Osservatore NO
IT_BZ_Sesto_Osservatore MOD
IT_BZ_Silandro_Convento_Osservatore OK
IT_BZ_Slingia_Osservatore OK
IT_BZ_Terento_Osservatore OK
IT_BZ_Terme_di_Brennero_Osservatore OK
IT_BZ_Valles_osservatore OK
IT_BZ_Valluzza_Osservatore OK
IT_BZ_Vanga_Osservatore OK
IT_BZ_Vipiteno_osservatore OK
IT_FVG_Casetta_in_Canada NO
IT_FVG_Cave_del_Predil OK
IT_FVG_Claut OK
IT_FVG_Collina OK
IT_FVG_Florianca NO
IT_FVG_Forni_di_Sopra NO
IT_FVG_Fusine_Val_Romana NO
IT_FVG_Gilberti OK
IT_FVG_Lussari OK
IT_FVG_Monte_Zoncolan MOD
IT_FVG_Passo_Pramollo NO
IT_FVG_Passo_del_Predil OK
IT_FVG_Piancavallo OK
IT_FVG_Pradibosco NO
IT_FVG_Prescudin OK
IT_FVG_Ravascletto NO
IT_FVG_Rifugio_Arneri NO
IT_FVG_Rifugio_Zacchi NO
IT_FVG_Rutte_Piccolo OK
IT_FVG_Sauris_di_Sopra OK
IT_FVG_Sella_Lius OK
IT_FVG_Sella_Nevea MOD
IT_FVG_Tarvisio OK
IT_FVG_Val_Saisera NO
IT_FVG_Varmost NO
IT_LOMBARDIA_Aprica_Magnolta OK
IT_LOMBARDIA_Bormio_2000 OK
IT_LOMBARDIA_Campo_Moro OK
IT_LOMBARDIA_Livigno_S_Rocco OK
IT_LOMBARDIA_Lizzola OK
IT_LOMBARDIA_Madesimo OK
IT_LOMBARDIA_Montecampione OK
IT_LOMBARDIA_Ponte_di_Legno OK
IT_LOMBARDIA_S_Caterina_Plaghera OK
IT_LOMBARDIA_Valgerola OK
IT_LOMBARDIA_Valleve_S_Simone OK
IT_TN_Andalo OK
IT_TN_Belvedere_sas_bece_ OK
IT_TN_Bondone_viote OK
IT_TN_Buffaure OK
IT_TN_Canazei_ciampac OK
IT_TN_Caoria OK
IT_TN_Col_verde OK
IT_TN_Dossioli_pra_alpesina OK
IT_TN_Folgaria_passo_sommo OK
IT_TN_Folgarida_malghet_aut OK
IT_TN_Groste_ OK
IT_TN_Lago_di_calaita OK
IT_TN_Lusia OK
IT_TN_Malga_baessa OK
IT_TN_Malga_bissina OK
IT_TN_Malga_val_cigolera OK
IT_TN_Malga_zugna OK
IT_TN_Marmolada OK
IT_TN_Masi_lozen OK
IT_TN_Monte_bondone_vason_palon OK
IT_TN_Paganella OK
IT_TN_Pampeago OK
IT_TN_Pampeago_monsorno OK
IT_TN_Pampeago_tresca OK
IT_TN_Panarotta OK
IT_TN_Paneveggio OK
IT_TN_Passo_brocon_malga_marande OK
IT_TN_Passo_fedaia OK
IT_TN_Passo_rolle OK
IT_TN_Passo_san_pellegrino OK
IT_TN_Passo_san_valentino OK
IT_TN_Passo_tonale_scuola_pat OK
IT_TN_Passo_valles OK
IT_TN_Pejo_tarlenta OK
